PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;4;1;28079004_1_38;2023;05;14;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;15;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;16;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;17;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;N;7;N;60;N;1;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;18;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;19;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;20;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;21;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;22;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;23;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;24;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;25;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;26;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;27;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;28;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;29;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;30;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;1;28079004_1_38;2023;05;31;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;1;N;1;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;6;28079004_6_48;2023;05;01;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V
28;079;4;6;28079004_6_48;2023;05;02;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4;V;0.4;V;0.4;V
28;079;4;6;28079004_6_48;2023;05;03;0.4;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4;V;0.3;V;0.3;V;0.2;V;1.4;N;2.9;N;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;04;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V
28;079;4;6;28079004_6_48;2023;05;05;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.4;V;0.5;V;0.6;V;0.5;V;0.4;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V
28;079;4;6;28079004_6_48;2023;05;06;0.6;V;0.6;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;07;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.2;V
28;079;4;6;28079004_6_48;2023;05;08;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;N;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V
28;079;4;6;28079004_6_48;2023;05;09;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;10;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;11;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;12;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;13;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;14;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;15;0.2;V;0.3;V;0.2;V;0.2;V;0.3;V;0.2;V;0.3;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V
28;079;4;6;28079004_6_48;2023;05;16;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;17;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;N;4.7;N;0.4;N;1.8;N;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;18;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;19;0.3;V;0.3;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;20;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;21;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V
28;079;4;6;28079004_6_48;2023;05;22;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;23;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;24;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;25;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;26;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;27;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;28;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.4;V
28;079;4;6;28079004_6_48;2023;05;29;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V
28;079;4;6;28079004_6_48;2023;05;30;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V
28;079;4;6;28079004_6_48;2023;05;31;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.5;V;0.4;V;0.3;V;2.8;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V
28;079;4;7;28079004_7_8;2023;05;01;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;6;V;4;V;4;V;4;V;4;V;3;V;3;V;3;V;3;V;3;V;4;V;8;V;15;V;3;V;3;V;3;V
28;079;4;7;28079004_7_8;2023;05;02;4;V;3;V;2;V;2;V;2;V;2;V;3;V;7;V;9;V;3;V;4;V;5;V;4;V;3;V;3;V;4;V;3;V;3;V;2;V;3;V;4;V;6;V;6;V;13;V
28;079;4;7;28079004_7_8;2023;05;03;12;V;8;V;4;V;3;V;3;V;3;V;10;V;43;V;9;V;10;V;8;V;79;N;265;N;3;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;04;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;3;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;05;1;V;1;V;1;V;1;V;1;V;1;V;6;V;13;V;29;V;62;V;27;V;10;V;8;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;5;V;3;V;1;V;7;V
28;079;4;7;28079004_7_8;2023;05;06;9;V;22;V;4;V;1;V;1;V;1;V;2;V;5;V;16;V;6;V;10;V;9;V;5;V;3;V;2;V;1;V;1;V;1;V;2;V;1;V;2;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;07;3;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;3;V;1;V;2;V;2;V;2;V;2;V;1;V;1;V;2;V;1;V;2;V;2;V;3;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;08;1;V;1;V;1;V;1;V;1;V;1;V;1;V;8;V;17;V;18;V;13;V;7;V;6;V;5;V;2;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;2;V
28;079;4;7;28079004_7_8;2023;05;09;1;V;1;V;1;V;1;V;1;V;1;V;3;V;1;V;15;V;11;V;7;V;5;V;6;V;4;V;5;V;4;V;2;V;3;V;7;V;5;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;10;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;4;V;3;V;3;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;11;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;3;V;2;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;12;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;4;V;4;V;4;V;2;V;2;V;3;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;13;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;2;V;1;V;3;V;2;V;2;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;14;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;9;V;5;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;2;V;2;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;15;1;V;1;V;1;V;1;V;1;V;1;V;1;V;7;V;16;V;7;V;3;V;2;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;16;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;4;V;3;V;2;V;2;V;3;V;2;V;2;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;17;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;2;N;160;N;52;N;3;N;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;18;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;19;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;2;V;1;V;2;V;2;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;20;1;V;1;V;2;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;21;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;22;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;6;V;10;V;4;V;3;V;2;V;2;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;23;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;2;V;2;V;2;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;24;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;4;V;3;V;2;V;2;V;3;V;1;V;1;V;1;V;2;V;3;V;2;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;25;1;V;1;V;1;V;3;V;1;V;1;V;8;V;11;V;6;V;6;V;6;V;5;V;5;V;3;V;3;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;26;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;3;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;27;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;2;V;2;V;1;V;2;V;1;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;3;V
28;079;4;7;28079004_7_8;2023;05;28;5;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;3;V;2;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;2;V
28;079;4;7;28079004_7_8;2023;05;29;1;V;1;V;1;V;1;V;1;V;1;V;1;V;12;V;12;V;13;V;6;V;4;V;3;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;30;1;V;5;V;3;V;2;V;2;V;1;V;1;V;5;V;14;V;13;V;9;V;4;V;3;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V
28;079;4;7;28079004_7_8;2023;05;31;3;V;2;V;1;V;1;V;1;V;2;V;10;V;17;V;38;V;43;V;16;V;365;N;88;N;4;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V
28;079;4;8;28079004_8_8;2023;05;01;13;V;16;V;8;V;6;V;4;V;4;V;4;V;8;V;21;V;11;V;9;V;9;V;9;V;5;V;4;V;4;V;5;V;4;V;6;V;20;V;26;V;12;V;14;V;21;V
28;079;4;8;28079004_8_8;2023;05;02;26;V;32;V;32;V;18;V;9;V;15;V;22;V;37;V;33;V;10;V;13;V;15;V;12;V;5;V;6;V;8;V;9;V;7;V;8;V;13;V;27;V;68;V;84;V;105;V
28;079;4;8;28079004_8_8;2023;05;03;91;V;68;V;53;V;36;V;32;V;28;V;39;V;68;V;51;V;50;V;32;V;82;N;187;N;18;V;16;V;12;V;11;V;14;V;13;V;13;V;14;V;17;V;15;V;19;V
28;079;4;8;28079004_8_8;2023;05;04;9;V;7;V;2;V;4;V;2;V;3;V;8;V;16;V;14;V;13;V;9;V;11;V;9;V;10;V;9;V;8;V;7;V;8;V;8;V;10;V;11;V;19;V;18;V;15;V
28;079;4;8;28079004_8_8;2023;05;05;12;V;9;V;9;V;7;V;5;V;19;V;31;V;49;V;52;V;71;V;61;V;41;V;35;V;11;V;9;V;7;V;8;V;9;V;10;V;11;V;24;V;37;V;31;V;43;V
28;079;4;8;28079004_8_8;2023;05;06;82;V;82;V;57;V;30;V;34;V;27;V;29;V;38;V;38;V;28;V;38;V;37;V;28;V;19;V;9;V;5;V;6;V;6;V;10;V;12;V;13;V;17;V;19;V;23;V
28;079;4;8;28079004_8_8;2023;05;07;26;V;28;V;23;V;20;V;20;V;9;V;6;V;8;V;28;V;21;V;7;V;9;V;8;V;6;V;7;V;5;V;5;V;13;V;9;V;11;V;16;V;22;V;10;V;9;V
28;079;4;8;28079004_8_8;2023;05;08;13;V;13;V;6;V;4;V;10;V;11;V;29;V;52;V;51;V;52;V;47;V;33;V;26;V;22;V;15;V;9;V;9;V;7;V;13;V;20;V;27;V;30;V;43;V;59;V
